date,id,type,amount_msat,amount_fiat,fee_credit_msat,mining_fee_sat,mining_fee_fiat,service_fee_msat,service_fee_fiat,payment_hash,tx_id,destination,description
2025-03-19T22:53:04.553Z,7cc99aec-d00d-47cc-9956-4bd6ce5bb64a,lightning_sent,-14978660,12.9260 USD,0,0,0.0000 USD,63660,0.0549 USD,7c50dbf710f28a5ea12e27239d1d5ab7916bb6db4bc732652bd6d42111143216,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67db331255119a3f69492449 - VENTA x COP 51000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-20T20:21:07.143Z,640ff250-e477-45e4-9eed-fffda30e9049,lightning_sent,-29018596,24.4395 USD,0,0,0.0000 USD,119596,0.1007 USD,024d2865016c02d292fc3b8a1e133c49e45b0c4deb568cedf244275f9b6beac6,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67dc12e855119a3f6949b7ea - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-27T13:38:48.428Z,6e829db4-cd1b-4e78-bbdd-3a78b5df0f80,lightning_sent,-42638860,36.9483 USD,0,0,0.0000 USD,173860,0.1506 USD,491b86a918a1070d509ff877db0057c20e659447d1ef94b0ed1c95d528153cbf,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67e54e4555119a3f69520f87 - VENTA x COP 150000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-03-30T16:25:36.801Z,2163ea4e-24bd-4814-9e3c-303563cbb5c4,lightning_sent,-2937688,2.4298 USD,0,0,0.0000 USD,15688,0.0129 USD,55fc86c2da5e3638dc17161741861455e0bed5c392eb2f24fef9af60eb3a229c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67e9632155119a3f6955d002 - VENTA x COP 10000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-01T21:54:58.569Z,c46962ae-76a2-4d2a-8b1a-af4509dcf988,lightning_sent,-2908572,2.4833 USD,0,0,0.0000 USD,15572,0.0132 USD,9787dabb922fd5b2ee3c87abfe3a301a128fb5f5f8a101a132cd6355c47c2cfa,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67ec5e3655119a3f6958a5bf - VENTA x COP 10000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-02T23:54:13.445Z,19110e82-bd40-42ec-81d8-feb73df0e314,lightning_sent,-29523608,24.3542 USD,0,0,0.0000 USD,121608,0.1003 USD,f891bbe03aec08c238916310b397edf9225d4cca2197701204d19b0031adb3de,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67edc89655119a3f695a1879 - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-03T00:12:58.833Z,d0f9fd94-6e89-46e9-9421-7c3b2a69a940,lightning_sent,-14773844,12.1870 USD,0,0,0.0000 USD,62844,0.0518 USD,8330a009709ccb4b9b498b64ff2f16545d301bb0eff8a96466912c52f6020d82,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67ed9e2555119a3f6959f0a8 - VENTA x COP 50000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-05T13:06:25.643Z,b2c92904-83e4-4d95-92b3-98f767c6c423,lightning_sent,-10283956,8.5584 USD,0,0,0.0000 USD,44956,0.0374 USD,27feceb416b5b7faf1cda4a2b541e29654efd1b501022c9813b4dbc1ab2ba388,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67f1292b3ce9bce1a9cf23a8 - VENTA x COP 35000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-11T01:17:01.778Z,77d29fe7-b5ad-4c50-a977-9282ee11bac2,lightning_received,1457614,1.1559 USD,0,0,0.0000 USD,0,0.0000 USD,77d29fe7b5adfc50e9779282ee11bac2b0986c2b7eef4594fb67d29fcd64da9f,,,
2025-04-11T01:20:45.578Z,e0ddf03b-02c1-41ca-97a3-9bcf7932212c,lightning_received,7116000,5.6434 USD,0,0,0.0000 USD,0,0.0000 USD,e0ddf03b02c1d1ca97a39bcf7932212c8378c08481b07be49a20bd8f23ccef39,,,
2025-04-14T15:34:53.440Z,ac4ab9f5-2d6c-4a50-a63e-a14b9f938140,lightning_sent,-10090184,8.5405 USD,0,0,0.0000 USD,44184,0.0373 USD,5defa3e3c5f08e93cfc26bf09d19e75d76ad8b03160994f40e13d644c0aaa89e,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67fd09023ce9bce1a9d981e7 - VENTA x COP 35000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-04-16T14:49:19.892Z,5723ed30-cffe-42eb-8065-5a28793eb65d,lightning_sent,-17553920,14.8653 USD,0,0,0.0000 USD,73920,0.0625 USD,4a904cadcd7f94e4e6d880e6e20b66ac855ad7c918fd1f3a725a7ef79be8952a,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #67ffc27e3ce9bce1a9dba8b9 - VENTA x COP 61000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-07T14:18:40.833Z,c047cbbf-77d4-4329-96bc-f4207a0e98ec,lightning_sent,-2947728,2.8603 USD,0,0,0.0000 USD,15728,0.0152 USD,62c6da606e626252354e052cb035ce1cf523de0867f953abf510c1abb8d43651,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #681ac60a124e1a7cbf204dcd - VENTA x COP 12000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-08T19:55:26.268Z,0df7b25c-a86b-40b8-a9cd-debd061d3b36,lightning_sent,-4726816,4.7897 USD,0,0,0.0000 USD,22816,0.0231 USD,e4112696a4fef87795b5e9c41a819459fbc44fb8d4b798f003ab3d8f13e1203e,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #681cf66a124e1a7cbf2255ac - VENTA x COP 20000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-10T15:14:27.304Z,135a81ab-ac20-4a68-bf57-59bc31ed917d,lightning_sent,-4638464,4.8006 USD,0,0,0.0000 USD,22464,0.0232 USD,d79d66d054d6faf0b9112ed972e91d7a4aa87560e3edc1c25d22c033c8395039,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #681f43fe124e1a7cbf2427fa - VENTA x COP 20000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-10T19:50:00.250Z,4cf8c939-b69d-449d-847d-b873d2520173,lightning_sent,-4836252,4.9860 USD,0,0,0.0000 USD,23252,0.0239 USD,0f091a484241971a651543ccde10504b3970583cb68e54bdedb97ac210854cee,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #681f8cdb124e1a7cbf248437 - VENTA x COP 20000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-12T01:39:36.112Z,c2271724-ffd8-4079-ab09-aed3a7b1450d,lightning_sent,-4582240,4.7932 USD,0,0,0.0000 USD,22240,0.0232 USD,6f6c87b1aef668a44b6a225ce9182b4e92997698a446dbcd13f55a059cae5575,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #68211ec2124e1a7cbf25d251 - VENTA x COP 20000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-18T16:20:06.605Z,a3f3b79a-66ac-4727-8dd1-5abdcfd7d597,lightning_sent,-5022996,5.2715 USD,0,0,0.0000 USD,23996,0.0251 USD,eaa4af0b404bb37030687484e8032c03e30bf6f37857f7de2833b369419b2385,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #6829e088e95d9a8ac7592770 - VENTA x COP 21000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-22T19:04:58.525Z,ba998e5c-3295-4c7c-8633-8f23c83a13c8,lightning_sent,-5791056,6.4757 USD,0,0,0.0000 USD,27056,0.0302 USD,ceb50f4457d43f7c97e1bf52043d764b9051e0f334b5b692c37e5c8ec5777453,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #682f63ece95d9a8ac75e8a1e - VENTA x COP 25000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-05-26T15:49:31.345Z,df4baedc-17b2-4180-8a60-53dec0f21156,lightning_sent,-4867376,5.3396 USD,0,0,0.0000 USD,23376,0.0256 USD,2b2728fa3c7759accf6a7467c8d627aacba96f79c13b6cc4ee453a03ff3d8068,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #68346d71e95d9a8ac762c0d2 - VENTA x COP 21000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-03T13:57:28.526Z,6ac9c44e-8b1f-4bd2-b4d9-42d4e2c02529,lightning_sent,-4808140,5.0800 USD,0,0,0.0000 USD,23140,0.0244 USD,3408cf21ef2cd262fbe6dcc53df1cc64850f1bf34d2f26a7c4b9c0391476e032,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #683ef2d5e95d9a8ac76c1017 - VENTA x COP 20500 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-09T13:44:06.073Z,cf248d5f-3905-4149-8deb-5b267644829a,lightning_sent,-23538764,25.3363 USD,0,0,0.0000 USD,97764,0.1052 USD,f16958d7d3c34378866ba9bf6b48fed0735dcbfe897c5905344446ecc4783fb5,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #68461d1ae95d9a8ac7726909 - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-09T13:53:05.352Z,d651af07-87ec-4ebe-b190-9a73e398dfbf,lightning_sent,-23772696,25.5881 USD,0,0,0.0000 USD,98696,0.1062 USD,02e47e082d84e498299f01760f880625c90ca64e32c76af71c34211c41cee62e,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #6845fea4e95d9a8ac7724ee3 - VENTA x COP 100000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-09T14:50:38.092Z,5f3a0b36-01c7-4db2-94b5-aa79ab75ee33,lightning_sent,-4754928,5.1187 USD,0,0,0.0000 USD,22928,0.0246 USD,bae929695053dc51d474728f53b2237d524319da263886e0b447ee888fb0b600,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #6846ea69e95d9a8ac772d450 - VENTA x COP 20000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-09T22:02:51.706Z,654caf9e-dd21-4bb7-9634-d145333c453d,lightning_sent,-46731164,51.0643 USD,0,0,0.0000 USD,190164,0.2077 USD,b0f6f043548529c8cf96d63fc7f8d8a97296b968eb32981e060b5541d05237c8,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #68471dfde95d9a8ac7731887 - VENTA x COP 200000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-06-09T22:02:51.736Z,e0517517-b9d1-4167-9454-f14d0cd385e1,lightning_sent,-68720772,75.0929 USD,0,0,0.0000 USD,277772,0.3035 USD,99d6d926c95234673bb954f0bd532497009961aa47fe25e839fe032e32ba389c,,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db,@lnp2pBot - Depósito en garantía Orden #6847401be95d9a8ac7734251 - VENTA x COP 300000 - SE CONGELA EN BILLETERA. Se libera una vez ejecute /release. Retorna a la wallet si el comprador no confirma el pago
2025-07-16T16:03:58.262Z,325a6738-73f4-4af1-be4f-f1bb042e25bb,lightning_sent,-426684,0.5095 USD,0,0,0.0000 USD,5684,0.0067 USD,8fa18f235375830d1142a93e0c80b2122f0f66710c70dc63d29ebba9a15c445c,,035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226,Fabian 421
2025-12-19T22:59:39.388Z,0a6c2e96-00af-49f5-8ccf-e445c88470ad,channel_close,-1500271000,1323.0849 USD,0,0,0.0000 USD,0,0.0000 USD,,7eb1dd21b7398ee2c01e9f8720fe1779a6e03a871e4500496c60c0364c6185f1,bc1qf6zsysau4krvlv68u9q83eyemc7a0fw3grp9lm,
